release_date,title,release_year,vote_average,vote_count
2013-06-21,Our Vinyl Weighs a Ton: This Is Stones Throw Records,2013,6.8,10.0
1960-10-05,The Huns,1960,0.0,0.0
1965-08-13,Mission Bloody Mary,1965,0.0,0.0
1966-03-29,Password: Uccidete agente Gordon,1966,0.0,0.0
1967-03-24,The incredible Paris Incident,1967,1.0,1.0
1974-03-26,The Sinful Nuns of Saint Valentine,1974,5.2,5.0
1975-11-12,One Man Against the Organization,1975,0.0,0.0
1936-05-20,Broken Blossoms,1936,5.0,1.0
1939-12-29,Rio,1939,5.0,1.0
1944-01-19,The Lodger,1944,6.0,13.0
1944-12-08,Guest in the House,1944,3.1,4.0
1947-08-13,Singapore,1947,5.9,4.0
1953-11-28,The Diamond Queen,1953,0.0,0.0
2014-08-08,Stand by Me Doraemon,2014,7.0,103.0
2014-08-15,Saints and Soldiers: The Void,2014,5.2,22.0
2011-02-25,Little Deaths,2011,4.8,25.0
1983-10-23,The Boxer's Omen,1983,7.3,14.0
2012-03-30,Found,2012,6.3,43.0
2014-11-21,Late Phases,2014,5.6,85.0
2012-10-04,Thanatomorphose,2012,5.9,12.0
1967-07-07,Dracula in Pakistan,1967,4.0,1.0
2015-02-20,Digging Up the Marrow,2015,5.6,62.0
2014-11-13,Clown,2014,5.3,372.0
2012-10-01,Pauline détective,2012,4.9,18.0
2015-01-01,Kingdom of Shadows,2015,7.0,1.0
2014-09-12,Des roses en hiver,2014,6.5,1.0
2006-11-14,Des fleurs pour Algernon,2006,7.1,6.0
2007-11-07,Darling,2007,6.5,10.0
2010-11-24,Memory Lane,2010,5.0,2.0
2012-09-12,Camille Rewinds,2012,6.0,62.0
2015-03-06,Road Hard,2015,6.6,8.0
2014-03-08,Nymph,2014,4.0,22.0
2015-03-12,Cinderella,2015,6.7,2426.0
2015-03-09,Frozen Fever,2015,6.9,630.0
2013-06-22,Lost for Life,2013,5.6,8.0
2014-10-16,Enquiring Minds: The Untold Story of the Man Behind the National Enquirer,2014,7.0,1.0
2014-04-02,Our Summer in Provence,2014,6.5,84.0
2015-03-12,Kidnapping Mr. Heineken,2015,5.8,193.0
2014-04-05,The Drop Box,2014,6.2,5.0
2014-09-11,The Cobbler,2014,5.5,565.0
2015-02-25,Crazy Beautiful You,2015,7.0,2.0
1979-04-01,California Dreaming,1979,4.5,4.0
1939-08-26,The Angels Wash Their Faces,1939,5.0,1.0
1936-12-25,Beloved Enemy,1936,6.3,2.0
2006-06-15,Blue Collar Comedy Tour: One for the Road,2006,6.8,6.0
1966-03-01,Carry On Cowboy,1966,6.1,30.0
1967-06-30,Chubasco,1967,0.0,0.0
2012-03-08,Dead End,2012,4.2,8.0
1952-04-01,Dead on Course,1952,5.3,2.0
1930-02-02,Not So Dumb,1930,3.5,2.0
1961-06-02,Gidget Goes Hawaiian,1961,4.6,4.0
2011-05-19,Heat Wave,2011,4.5,4.0
1990-08-13,Heat Wave,1990,0.0,0.0
1954-04-16,The House Across the Lake,1954,6.0,2.0
1991-10-04,Heaven Is a Playground,1991,6.5,2.0
2005-02-03,Angel's Fall,2005,5.0,1.0
1988-01-01,Illegally Yours,1988,4.0,3.0
2000-04-16,Jailbait!,2000,4.7,3.0
2004-05-03,Jailbait,2004,0.0,0.0
1941-04-22,Lady from Louisiana,1941,5.1,5.0
1999-11-10,My Teacher's Wife,1999,5.6,9.0
2012-08-22,The Neighbors,2012,6.9,9.0
1978-12-15,Oliver's Story,1978,5.1,9.0
1954-06-25,Paid to Kill,1954,5.9,4.0
1988-09-23,Patty Hearst,1988,5.0,10.0
1966-11-02,Picture Mommy Dead,1966,5.0,1.0
1988-10-01,Platoon Leader,1988,5.3,9.0
1950-05-19,Shadow on the Wall,1950,7.0,3.0
2011-07-11,The Dark Knight,2011,6.3,2.0
1998-01-11,Standoff,1998,4.8,5.0
2014-03-07,Take Care,2014,5.6,30.0
2015-03-07,That Gal...Who Was in That Thing: That Guy 2,2015,7.0,1.0
1937-06-08,The Case of the Stuttering Bishop,1937,5.5,1.0
1936-08-15,The Case of the Velvet Claws,1936,7.0,1.0
2014-05-16,The Discoverers,2014,5.8,4.0
1952-12-26,The Gambler and the Lady,1952,5.5,3.0
1916-07-30,The Half-Breed,1916,0.0,0.0
2004-08-25,The Hollow,2004,4.6,10.0
2011-06-12,Don't Let Him In,2011,3.7,22.0
2014-04-30,The Life and Mind of Mark DeFriest,2014,8.5,2.0
1954-12-04,They Rode West,1954,3.8,4.0
1962-12-05,Big and Little Wong Tin Bar,1962,6.2,3.0
1951-07-01,Two of a Kind,1951,6.3,4.0
2013-09-06,Hotel,2013,6.1,14.0
2013-10-31,Alphabet,2013,6.3,4.0
2014-07-07,The Tree,2014,0.0,0.0
2014-09-16,A Fight for,2014,8.0,2.0
2014-09-01,Sailing to Paradise,2014,5.0,1.0
2015-02-08,Dyke Hard,2015,4.5,2.0
2009-08-27,The Strength of Water,2009,6.5,2.0
2015-03-27,Other Girls,2015,0.0,0.0
1998-01-01,A Bright Shining Lie,1998,6.1,7.0
1976-05-21,Grizzly,1976,4.9,26.0
2011-02-08,Silent Sonata,2011,8.5,2.0
2003-02-13,Wolfsburg,2003,6.5,8.0
2014-02-07,Ice Poison,2014,7.8,4.0
2013-08-11,Coast of Death,2013,6.9,5.0
1989-12-01,Bill Hicks: Sane Man,1989,8.2,13.0
2013-12-20,The Harry Hill Movie,2013,3.8,10.0
2008-03-11,The Wrecking Crew,2008,7.3,26.0
2000-01-14,Tribulation,2000,4.5,2.0
1972-05-12,Who Saw Her Die?,1972,6.4,9.0
2015-03-08,India's Daughter,2015,8.3,13.0
2010-07-02,Kill Speed,2010,3.7,9.0
2012-03-29,8 Minutes Idle,2012,5.4,7.0
2004-02-17,Absolute Aggression,2004,1.0,1.0
2012-09-08,Mr. Pip,2012,6.0,21.0
2010-04-10,Mega Piranha,2010,3.0,52.0
1998-08-16,Men in White,1998,2.5,2.0
2009-11-05,Black Field,2009,5.7,6.0
2008-03-13,Contract Killers,2008,5.0,2.0
2012-03-16,Magnificent Presence,2012,6.6,63.0
1933-01-01,The Mascot,1933,7.3,11.0
1991-01-01,The Suspended Step of the Stork,1991,7.3,3.0
2007-06-26,Transmorphers,2007,2.2,22.0
2005-10-12,Through the Forest,2005,6.0,3.0
2000-07-15,Cardcaptor Sakura: The Sealed Card,2000,8.0,24.0
2008-01-17,The Linguists,2008,8.0,2.0
1977-08-06,Watch Me When I Kill,1977,6.7,3.0
1980-09-24,A Rumor Of War,1980,0.0,1.0
1976-05-20,Trackdown,1976,0.0,0.0
1973-11-28,Outrage,1973,5.2,3.0
1960-04-10,Hell Is a City,1960,5.8,7.0
2011-06-29,The Crown Jewels,2011,5.6,7.0
1970-11-10,Perfect Friday,1970,6.9,5.0
1970-09-23,Pieces of Dreams,1970,0.0,0.0
1967-04-14,Devil's Angels,1967,6.7,3.0
1987-12-03,The Time Guardian,1987,4.6,8.0
2013-10-15,Patrick,2013,4.6,63.0
2013-03-14,Ruby Red,2013,6.6,330.0
2000-12-31,The Coconut Revolution,2000,0.0,0.0
2015-05-20,Poltergeist,2015,5.0,924.0
2015-09-24,Pan,2015,5.9,979.0
2015-04-03,While We're Young,2015,5.8,387.0
1993-10-11,Michael Laudrup: A Football Player,1993,6.0,1.0
1941-12-19,Among the Living,1941,5.4,4.0
2003-03-09,The Pentagon Papers,2003,6.0,8.0
2015-08-14,The Boy,2015,5.7,58.0
2015-01-28,Nice People,2015,9.0,2.0
2015-02-18,The Circle,2015,5.5,34.0
1979-12-21,Baby Snakes,1979,8.3,2.0
2014-11-05,Suite Française,2014,7.1,284.0
1972-03-23,The Concert for Bangladesh,1972,7.1,5.0
2014-05-01,Kitchen in Paris,2014,6.5,16.0
1948-01-16,I Walk Alone,1948,6.2,11.0
1949-08-13,Too Late for Tears,1949,6.7,13.0
1972-06-19,Sitting Target,1972,7.2,6.0
2014-09-18,The Infinite Man,2014,5.9,13.0
2015-03-18,Insurgent,2015,6.2,3921.0
2015-02-27,Dum Laga Ke Haisha,2015,7.1,28.0
2011-12-08,Simon & the Oaks,2011,6.3,11.0
2014-09-05,Big Game,2014,5.3,387.0
1997-04-01,La vérité si je mens !,1997,6.3,98.0
2000-12-27,Laissons Lucie faire !,2000,6.0,1.0
2004-06-23,Venus & Fleur,2004,4.7,3.0
1975-04-09,Fear Over the City,1975,6.8,24.0
2012-06-23,Berserk: The Golden Age Arc 2 - The Battle for Doldrey,2012,7.2,67.0
2012-02-03,Berserk: The Golden Age Arc 1 - The Egg of the King,2012,7.1,105.0
2013-02-01,Berserk: The Golden Age Arc 3 - The Advent,2013,7.4,58.0
2014-09-03,Hippocrates,2014,6.3,150.0
1997-10-26,The Tenant of Wildfell Hall,1997,7.0,3.0
2009-01-30,Glowing Stars,2009,6.9,5.0
2006-08-20,The Amazing Screw-On Head,2006,8.0,8.0
2015-03-18,Home,2015,6.8,1539.0
1998-05-19,The Brave Little Toaster Goes to Mars,1998,5.8,12.0
2014-04-02,Flying Home,2014,5.9,82.0
2011-05-12,The Detective 2,2011,6.5,11.0
1972-07-13,Henry VIII and His Six Wives,1972,7.4,5.0
1963-01-01,I giorni contati,1963,7.0,2.0
1971-09-22,"Congratulations, It's a Boy!",1971,0.0,0.0
1971-10-09,Thief,1971,0.0,0.0
1999-05-09,The Hunt for the Unicorn Killer,1999,5.5,4.0
1974-01-22,Get Christie Love!,1974,5.5,2.0
1974-04-10,Where the Lilies Bloom,1974,5.3,2.0
1976-05-20,Shark Kill,1976,10.0,1.0
1976-11-07,21 Hours at Munich,1976,5.0,2.0
1978-09-26,One in a Million: The Ron LeFlore Story,1978,5.5,3.0
1984-09-24,Secrets of a Married Man,1984,5.0,1.0
2014-04-04,Something Wicked,2014,4.6,16.0
2016-02-18,Midnight Special,2016,6.2,705.0
2015-02-16,The Gunman,2015,5.5,397.0
2014-10-10,The Disappearance of Eleanor Rigby: Her,2014,6.6,61.0
2014-10-10,The Disappearance of Eleanor Rigby: Him,2014,6.6,72.0
2012-11-16,The Color of Time,2012,4.4,8.0
1988-11-30,Itinerary of a Spoiled Child,1988,7.6,23.0
2014-10-11,Escobar: Paradise Lost,2014,6.1,281.0
1971-08-25,Joe Hill,1971,4.9,6.0
1971-11-03,Maid in Sweden,1971,4.2,8.0
1970-01-01,The Corpse,1970,4.5,4.0
1971-11-12,Face-Off,1971,5.5,3.0
1971-09-30,Goodbye Uncle Tom,1971,6.5,11.0
2015-01-23,Baby,2015,6.4,49.0
2014-09-18,The Circle,2014,7.9,9.0
2013-11-18,Southern Baptist Sissies,2013,10.0,1.0
2010-10-09,Vengeance Can Wait,2010,6.7,5.0
2014-01-08,Boys,2014,7.5,122.0
2014-05-01,Futuro Beach,2014,6.4,31.0
2013-11-01,Sal,2013,4.0,3.0
2015-04-01,Furious 7,2015,7.3,4253.0
2015-04-17,Unfriended,2015,5.5,1092.0
2013-11-07,Master of the Universe,2013,6.9,14.0
2012-05-12,Sadako 3D,2012,5.9,18.0
2015-03-20,Backcountry,2015,5.8,159.0
2008-08-16,The Garden of Sinners - Chapter 5: Paradox Spiral,2008,8.1,15.0
1973-01-01,The No Mercy Man,1973,5.7,3.0
1972-07-01,Au Pair Girls,1972,4.5,2.0
1971-03-10,Popsy Pop,1971,0.0,0.0
1975-01-01,The Happy Hooker,1975,5.3,3.0
1976-07-01,"Little Girl, Big Tease",1976,0.0,0.0
1976-07-01,Mako: The Jaws of Death,1976,5.0,1.0
1991-01-01,Delta Force 3: The Killing Game,1991,2.5,9.0
1976-08-31,Slumber Party '57,1976,0.0,0.0
1980-09-01,Schizoid,1980,5.8,8.0
1977-06-06,Operation Thunderbolt,1977,6.7,3.0
2015-03-15,Muck,2015,3.5,35.0
2015-06-05,We Are Still Here,2015,5.6,191.0
2015-10-09,The Final Girls,2015,6.6,371.0
1977-07-15,The Happy Hooker Goes To Washington,1977,5.1,4.0
1969-01-01,Sam's Song,1969,5.5,2.0
1979-12-01,Gas Pump Girls,1979,5.8,5.0
1980-01-25,The Godsend,1980,5.4,13.0
1980-03-01,Hot T-Shirts,1980,1.0,1.0
1995-12-19,Lunar Cop,1995,3.8,4.0
1981-10-16,Hospital Massacre,1981,5.3,16.0
1978-04-21,Lemon Popsicle,1978,6.6,12.0
1980-12-26,New Year's Evil,1980,5.6,12.0
1981-01-01,Body and Soul,1981,1.5,2.0
1990-02-02,A Man Called Sarge,1990,2.0,1.0
1983-06-13,"Nana, the True Key of Pleasure",1983,4.7,3.0
1983-06-13,"Nana, the True Key of Pleasure",1983,4.7,3.0
1984-08-31,Bolero,1984,3.4,23.0
1989-01-01,Ghosts Can't Do It,1989,2.5,4.0
1986-07-25,Robotech: The Movie,1986,4.0,1.0
2000-07-22,Chain of Command,2000,5.0,1.0
1988-01-01,The Fruit Machine,1988,6.3,4.0
2011-03-12,The Whisperer in Darkness,2011,6.7,32.0
1985-09-05,Mata Hari,1985,3.5,5.0
1987-04-01,Beauty and the Beast,1987,6.5,14.0
1987-06-12,Sleeping Beauty,1987,7.4,6.0
1989-11-10,Crack House,1989,0.0,0.0
1990-03-08,The Fourth War,1990,5.3,9.0
1989-09-29,River of Death,1989,4.1,9.0
1968-01-01,Wild 90,1968,5.0,1.0
1970-01-01,Maidstone,1970,5.0,1.0
1990-01-01,Midnight Ride,1990,8.0,2.0
1993-03-12,Street Knight,1993,7.0,5.0
1978-08-17,The Stud,1978,5.0,6.0
1986-03-01,The Naked Cage,1986,5.5,2.0
1970-12-22,No Place to Hide,1970,5.0,2.0
1993-12-03,Rescue Me,1993,5.1,6.0
1987-10-09,Dancers,1987,4.0,1.0
1992-01-01,Fifty/Fifty,1992,7.3,4.0
1989-03-28,When the Whales Came,1989,6.7,3.0
2014-03-20,Spring,2014,6.5,186.0
2015-02-24,Power Rangers,2015,7.2,123.0
1983-03-01,Julie Darling,1983,8.0,2.0
1968-12-09,The Birthday Party,1968,5.6,4.0
2014-04-30,Not My Type,2014,6.2,52.0
2014-06-18,Mall,2014,4.8,27.0
2012-03-08,Brothers on the Line,2012,0.0,0.0
2003-10-10,Beat the Drum,2003,7.6,5.0
2010-03-12,Severe Clear,2010,5.5,2.0
1970-01-05,"Guru, The Mad Monk",1970,5.0,3.0
1984-01-01,Monaco Forever,1984,2.8,5.0
2014-09-03,Cymbeline,2014,3.5,40.0
1993-02-11,Gorilla Bathes at Noon,1993,6.8,2.0
1994-02-01,Trapped in Space,1994,3.5,7.0
2012-09-12,Doppelgänger Paul,2012,0.0,0.0
2001-01-01,Spiders 2: Breeding Ground,2001,4.2,15.0
1998-02-23,McCinsey's Island,1998,3.3,4.0
1981-04-01,The Last Chase,1981,3.8,6.0
2014-05-26,Petals on the Wind,2014,6.2,56.0
2009-06-19,Mr. Troop Mom,2009,3.8,4.0
1999-03-28,Balloon Farm,1999,3.5,4.0
2012-09-13,In the Shadow,2012,5.7,12.0
1979-03-09,Savage Weekend,1979,4.9,8.0
1978-06-16,The Comeback,1978,6.0,6.0
1976-11-11,Schizo,1976,6.7,5.0
1976-02-03,House of Mortal Sin,1976,6.9,11.0
1974-11-05,Frightmare,1974,6.9,10.0
1974-04-19,House of Whipcord,1974,6.2,14.0
1972-10-01,The Flesh and Blood Show,1972,4.8,5.0
2014-09-04,Songs She Wrote About People She Knows,2014,0.0,0.0
2008-04-09,Guter Junge,2008,0.0,0.0
2015-03-15,Child 44,2015,6.1,565.0
1989-11-15,Killer Crocodile,1989,6.6,7.0
2006-01-01,The Conrad Boys,2006,5.3,9.0
2006-03-03,Musikanten,2006,7.5,1.0
2011-04-20,The Day I Saw Your Heart,2011,5.7,29.0
1979-11-02,Promises in the Dark,1979,0.0,0.0
1984-04-20,Champions,1984,6.0,3.0
2005-11-05,George Carlin: Life Is Worth Losing,2005,8.1,18.0
2013-04-17,Legend No. 17,2013,6.9,31.0
1984-01-07,Love and Pigeons,1984,6.9,20.0
2012-09-30,The Day That Lasted 21 Years,2012,8.0,1.0
2011-08-18,Widows,2011,4.5,4.0
1976-05-13,Santo vs. the She-Wolves,1976,0.0,0.0
2009-06-04,Light Gradient,2009,5.6,5.0
2014-09-13,A Little Chaos,2014,6.0,250.0
2012-09-29,In the Name of the Son,2012,5.9,6.0
1997-10-24,Innocence,1997,8.6,8.0
2012-05-18,Bill W.,2012,5.0,1.0
1992-03-18,The Beautiful Story,1992,8.0,2.0
1973-04-28,"The Yakuza Papers, Vol. 2: Deadly Fight in Hiroshima",1973,7.7,12.0
1973-09-25,"The Yakuza Papers, Vol. 3: Proxy War",1973,7.2,11.0
1974-06-29,"The Yakuza Papers, Vol. 5: Final Episode",1974,6.8,10.0
1974-01-15,"The Yakuza Papers, Vol. 4: Police Tactics",1974,6.1,9.0
1997-10-16,Ballermann 6,1997,4.2,11.0
1972-02-25,Execution Squad,1972,7.5,2.0
2015-03-26,Get Hard,2015,5.9,961.0
2011-11-05,Hellgate,2011,4.8,10.0
2015-03-06,Aziz Ansari: Live at Madison Square Garden,2015,7.0,47.0
2015-02-24,The Intruders,2015,4.7,46.0
2012-07-10,Filmistaan,2012,7.0,3.0
2014-07-31,That Sugar Film,2014,6.5,61.0
1956-12-01,The Brass Legend,1956,7.0,2.0
1999-10-01,But Forever in My Mind,1999,5.5,31.0
2015-04-02,Mara and the Firebringer,2015,5.5,13.0
1972-04-03,La liga no es cosa de hombres,1972,0.0,0.0
2009-07-21,Stargate SG-1: Children of the Gods - Final Cut,2009,6.9,67.0
1986-03-17,Die Weihnachtsklempner,1986,0.0,0.0
2005-05-17,Dinotopia: Quest for the Ruby Sunstone,2005,6.0,5.0
2007-03-10,The Vexxer,2007,6.3,33.0
2010-11-24,Santa's Apprentice,2010,4.9,6.0
2007-04-11,Vollidiot,2007,4.3,25.0
2008-01-01,20 Years After,2008,2.8,20.0
2014-04-26,Growing Up and Other Lies,2014,4.0,4.0
2011-09-27,Ronal the Barbarian,2011,6.2,95.0
2005-03-24,Sex Up Your Life!,2005,6.4,4.0
2012-12-20,Forgotten,2012,5.3,16.0
2012-12-20,Jesus liebt mich,2012,5.1,22.0
2009-11-28,Mount St. Elias,2009,5.7,3.0
2004-09-30,Süperseks,2004,0.0,0.0
2006-09-28,Benjamin Blümchen - Seine schönsten Abenteuer,2006,0.0,0.0
2007-02-06,Cinderella III: A Twist in Time,2007,6.0,244.0
2009-09-04,Playground,2009,0.0,0.0
2006-07-20,Hui Buh,2006,5.0,48.0
2002-12-04,The Little Polar Bear: Lars and the Little Tiger,2002,6.0,3.0
2004-06-17,Girls on Top 2,2004,4.4,13.0
2012-01-05,Jonas,2012,5.4,12.0
2004-08-04,"Mickey, Donald, Goofy: The Three Musketeers",2004,6.3,162.0
1998-10-16,Rudolph the Red-Nosed Reindeer: The Movie,1998,5.8,35.0
2012-03-28,Russendisko,2012,5.5,30.0
2013-11-05,Saving Santa,2013,5.1,30.0
2013-01-31,Forget me not,2013,7.1,7.0
1978-03-10,Lucky Luke: The Ballad of the Daltons,1978,6.8,17.0
1969-03-07,The Brain,1969,7.1,37.0
2000-10-31,Casper's Haunted Christmas,2000,5.0,42.0
1997-10-02,The Fearless Four,1997,5.5,4.0
2008-09-09,A House of Secrets: Exploring 'Dragonwyck',2008,0.0,0.0
2004-11-03,Night of the Living Dorks,2004,5.1,19.0
2011-09-06,La Planque,2011,7.9,4.0
2009-01-01,The First Star,2009,5.6,58.0
2005-07-28,Siegfried,2005,3.7,12.0
1991-01-01,Superstar Goofy,1991,4.8,4.0
2007-10-18,Love Exposure,2007,3.0,1.0
2002-06-20,Erkan & Stefan 2,2002,4.1,8.0
2005-05-19,Erkan & Stefan 3,2005,3.8,8.0
1995-06-29,Flodder 3,1995,5.3,18.0
2007-10-02,Tom and Jerry: A Nutcracker Tale,2007,6.5,12.0
1997-03-06,Kleines Arschloch - Der Film,1997,4.7,17.0
1991-09-18,Manta - Der Film,1991,3.9,9.0
2001-03-29,Girls on Top,2001,4.9,20.0
2007-01-11,My Führer,2007,5.2,24.0
2011-12-19,Stopped on Track,2011,6.3,12.0
1994-11-10,Voll Normaaal,1994,5.0,14.0
1996-06-27,Werner - Das muss kesseln!!!,1996,5.7,18.0
1999-09-16,Werner - Volles Rooäää!!!,1999,4.8,22.0
2011-08-25,What a Man,2011,5.5,51.0
2006-10-25,7 Dwarves: The Forest Is Not Enough,2006,4.9,44.0
1966-05-11,The Fat Spy,1966,2.5,4.0
1999-06-18,"Die Bademeister – Weiber, saufen, Leben retten",1999,2.8,3.0
2002-03-13,Ants in the Pants 2,2002,4.1,26.0
1991-10-02,"Manta, Manta",1991,4.9,26.0
2009-11-15,Oscar and the Lady in Pink,2009,6.7,26.0
2014-05-16,For a Handful of Kisses,2014,5.4,10.0
2011-11-08,Vietnam in HD,2011,8.1,6.0
2009-11-15,WWII IN HD,2009,6.0,4.0
2014-09-25,Phoenix,2014,6.4,147.0
2015-03-01,Parallels,2015,6.2,148.0
2013-02-12,Closed Curtain,2013,7.4,5.0
2014-12-05,Gentlemen,2014,6.0,3.0
2014-09-09,A Second Chance,2014,6.7,42.0
2014-01-16,The Mystery of Happiness,2014,6.3,5.0
2015-03-27,Dead Rising: Watchtower,2015,5.0,143.0
1969-01-01,A Dream of Kings,1969,4.5,2.0
1938-10-14,A Man to Remember,1938,0.0,0.0
2013-04-03,App,2013,4.8,29.0
1954-04-25,Arrow In The Dust,1954,5.2,3.0
1988-12-02,Blueberry Hill,1988,5.0,1.0
2005-01-01,Born Killers,2005,5.0,5.0
1939-04-28,Calling Dr. Kildare,1939,4.5,2.0
1950-11-15,Copper Canyon,1950,4.6,6.0
2014-11-14,Standby,2014,6.6,14.0
1990-02-09,New Year's Day,1990,5.5,2.0
2010-03-04,What Men Talk About,2010,7.6,46.0
2011-10-13,Three Quarter Moon,2011,5.3,7.0
2000-03-29,Ants in the Pants,2000,4.5,26.0
2003-07-17,Werner - Gekotzt wird später!,2003,5.4,11.0
2006-08-17,Brother Bear 2,2006,6.3,318.0
2000-12-07,No More School,2000,5.5,20.0
2001-08-08,Forklift Driver Klaus: The First Day on the Job,2001,8.1,43.0
2007-08-30,Kein Bund für's Leben,2007,5.4,10.0
2002-02-21,"Fire, Ice & Canned Beer",2002,4.4,7.0
2014-08-06,The Pirates,2014,6.4,45.0
2001-01-01,The Rose of the Rascal,2001,6.6,5.0
2014-09-05,Innocence,2014,4.3,13.0
1950-11-16,Southside 1-1000,1950,5.0,1.0
1947-12-15,The Judge Steps Out,1947,0.0,0.0
2014-10-31,Kung Fu Jungle,2014,6.5,117.0
2004-05-06,Last Flight Out,2004,0.0,0.0
1986-01-01,Heat,1986,5.2,5.0
1978-01-09,Superdome,1978,0.0,0.0
1974-09-10,Hurricane,1974,6.0,1.0
1976-05-06,"Private Vices, Public Virtues",1976,5.5,8.0
1979-03-01,The Odd Angry Shot,1979,7.3,6.0
1975-10-12,Breaking Point,1975,4.0,3.0
1988-05-01,Deep Space,1988,3.8,4.0
1998-01-01,Dollar for the Dead,1998,5.3,2.0
1962-12-12,Five Miles to Midnight,1962,6.5,1.0
1941-11-27,"Go West, Young Lady",1941,7.0,1.0
1980-09-26,In God We Tru$t,1980,5.8,8.0
1969-03-02,Law and Order,1969,6.7,3.0
1981-04-24,Cattle Annie and Little Britches,1981,5.7,3.0
1980-05-05,Off the Minnesota Strip,1980,0.0,0.0
1944-12-01,Lost in a Harem,1944,5.6,4.0
1978-09-29,Somebody Killed Her Husband,1978,7.5,2.0
1970-01-20,My Sweet Charlie,1970,0.0,0.0
1967-02-15,A Covenant with Death,1967,7.0,1.0
1965-03-24,My Blood Runs Cold,1965,0.0,0.0
1998-01-02,Six Days in Roswell,1998,8.0,1.0
1978-10-01,Patrick,1978,6.1,27.0
1975-01-06,Apache Blood,1975,0.0,1.0
1951-08-29,Rhubarb,1951,4.2,3.0
1996-04-07,Sabrina the Teenage Witch,1996,5.2,56.0
1962-04-13,Safe at Home!,1962,4.5,2.0
2009-08-04,Shadowheart,2009,5.2,3.0
1995-03-05,The Good Old Boys,1995,5.4,5.0
1939-01-13,The Great Man Votes,1939,6.5,1.0
2010-10-05,The Rig,2010,3.8,31.0
1998-10-10,The Unknown Cyclist,1998,5.0,1.0
1922-11-11,The Young Rajah,1922,0.0,0.0
1945-03-15,Thunderhead - Son of Flicka,1945,0.0,1.0
1947-06-23,Dear Murderer,1947,5.5,6.0
2012-11-08,Confession of Murder,2012,7.0,57.0
2011-06-09,Moby Dick,2011,7.1,9.0
2015-04-10,Kill Me Three Times,2015,5.5,171.0
2014-07-11,Underwater Dreams,2014,5.0,1.0
2014-09-13,Rurouni Kenshin: The Legend Ends,2014,7.5,99.0
2014-08-01,Rurouni Kenshin: Kyoto Inferno,2014,7.4,113.0
2015-03-13,Walter,2015,5.3,26.0
2015-01-20,The Atticus Institute,2015,5.6,143.0
2012-11-09,The Last Will and Testament of Rosalind Leigh,2012,5.0,47.0
2014-11-20,Rise of the Legend,2014,6.4,34.0
1966-12-13,Thunder at the Border,1966,5.5,13.0
2014-08-07,Kristy,2014,5.9,115.0
2014-10-11,Gangster Payday,2014,6.1,10.0
2014-10-10,The Houses October Built,2014,5.5,97.0
2014-01-24,In Darkness We Fall,2014,5.2,34.0
2014-08-22,Preservation,2014,4.8,79.0
2014-12-07,Christmas at Cartwright's,2014,5.8,10.0
2014-12-27,Altar,2014,4.7,49.0
2014-12-20,Poker Night,2014,5.9,90.0
2009-02-05,Marine Boy,2009,6.1,6.0
2010-01-16,House of Bones,2010,4.3,13.0
2014-05-02,That Burning Feeling,2014,5.7,9.0
2014-06-14,Uzumasa Limelight,2014,6.6,4.0
2014-08-29,Lawrence & Holloman,2014,0.0,0.0
2011-09-27,The Hagstone Demon,2011,3.4,4.0
2013-10-03,A Wolf at the Door,2013,6.8,33.0
2013-04-23,Jellyfish Eyes,2013,6.5,4.0
2006-10-19,The Ugly Swans,2006,6.6,10.0
2000-09-03,Moscow,2000,4.7,3.0
1979-09-28,"A Man, a Woman and a Bank",1979,6.3,4.0
2014-02-11,Atlántida,2014,0.0,0.0
2014-03-10,Natural Sciences,2014,6.0,2.0
2012-09-03,Lions,2012,8.0,2.0
2012-10-04,The Wild Ones,2012,5.0,1.0
2007-07-05,Profit Motive and the Whispering Wind,2007,5.0,1.0
2013-11-15,The Face,2013,8.0,1.0
2002-04-23,Balnearios,2002,5.0,1.0
1989-06-06,Paganini Horror,1989,3.0,4.0
1986-09-12,Hardbodies 2,1986,4.1,9.0
1984-05-04,Hardbodies,1984,5.0,17.0
2009-03-05,My Only Sunshine,2009,6.6,8.0
1985-11-01,Stitches,1985,0.0,0.0
1996-04-01,Somersault in a Coffin,1996,8.1,8.0
2012-04-13,Inside,2012,6.8,8.0
2010-01-10,Majority,2010,6.2,10.0
2009-11-18,Vavien,2009,6.5,9.0
1965-10-09,Time to Love,1965,8.2,6.0
1977-01-01,The Angel of Vengeance - The Female Hamlet,1977,5.0,2.0
1964-12-07,Suçlular aramizda,1964,0.0,0.0
2012-10-12,Room 514,2012,7.0,1.0
2014-03-26,The Humbling,2014,5.3,39.0
2011-12-23,"Isoroku Yamamoto, the Commander-in-Chief of the Combined Fleet",2011,5.7,7.0
1985-11-14,Tomboy,1985,5.3,13.0
1994-05-04,Reckless Kelly,1994,4.3,6.0
1988-07-13,It Takes Two,1988,5.4,5.0
2014-04-20,Regarding Susan Sontag,2014,6.3,3.0
2014-09-15,Terror at the Mall,2014,8.0,1.0
1978-05-01,Malibu Beach,1978,4.3,5.0
1986-05-05,Hamburger: The Motion Picture,1986,5.1,11.0
1986-11-14,Jocks,1986,3.4,5.0
1986-03-31,Last Resort,1986,4.0,2.0
1997-10-17,The Maker,1997,5.1,5.0
1988-03-06,14 Going on 30,1988,5.0,4.0
